locus_tag	ftype	length_bp	gene	EC_number	COG	product
NGPMFCKN_00345	CDS	1011				hypothetical protein
NGPMFCKN_00346	CDS	315				hypothetical protein
NGPMFCKN_00347	CDS	1041				hypothetical protein
NGPMFCKN_00348	CDS	1041				hypothetical protein
NGPMFCKN_00349	CDS	300				hypothetical protein
NGPMFCKN_00350	CDS	1449	cusS	2.7.13.3	COG0642	Sensor kinase CusS
NGPMFCKN_00351	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
NGPMFCKN_00352	CDS	1383	cusC_1		COG1538	Cation efflux system protein CusC
NGPMFCKN_00353	CDS	333	cusF		COG5569	Cation efflux system protein CusF
NGPMFCKN_00354	CDS	1224	cusB			Cation efflux system protein CusB
NGPMFCKN_00355	CDS	3144	cusA		COG3696	Cation efflux system protein CusA
NGPMFCKN_00356	CDS	1377	pheP		COG1113	Phenylalanine-specific permease
NGPMFCKN_00357	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
NGPMFCKN_00358	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
NGPMFCKN_00359	CDS	384	yjbR_1		COG2315	putative protein YjbR
NGPMFCKN_00360	CDS	249				hypothetical protein
NGPMFCKN_00361	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
NGPMFCKN_00362	CDS	177				hypothetical protein
NGPMFCKN_00363	CDS	153	hokA_1			Protein HokA
NGPMFCKN_00364	CDS	153	hokA_2			Protein HokA
NGPMFCKN_00365	CDS	744	entD	2.7.8.-	COG2977	Enterobactin synthase component D
NGPMFCKN_00366	CDS	2241	fepA		COG4771	Ferrienterobactin receptor
NGPMFCKN_00367	CDS	1203	fes		COG2382	Enterochelin esterase
NGPMFCKN_00368	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
NGPMFCKN_00369	CDS	3882	entF	2.7.7.-	COG1020	Enterobactin synthase component F
NGPMFCKN_00370	CDS	1119	fepE		COG3765	Ferric enterobactin transport protein FepE
NGPMFCKN_00371	CDS	816	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
NGPMFCKN_00372	CDS	993	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
NGPMFCKN_00373	CDS	1005	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
NGPMFCKN_00374	CDS	1251	entS		COG0477	Enterobactin exporter EntS
NGPMFCKN_00375	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
NGPMFCKN_00376	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
NGPMFCKN_00377	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
NGPMFCKN_00378	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
NGPMFCKN_00379	CDS	747	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
NGPMFCKN_00380	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
NGPMFCKN_00381	CDS	2106	cstA		COG1966	Peptide transporter CstA
NGPMFCKN_00382	CDS	198				hypothetical protein
NGPMFCKN_00383	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
NGPMFCKN_00384	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
NGPMFCKN_00385	CDS	630	ybdM		COG1475	putative protein YbdM
NGPMFCKN_00386	CDS	1221	cysH_1	1.8.4.8		Phosphoadenosine phosphosulfate reductase
NGPMFCKN_00387	CDS	903	ybdO_1			putative HTH-type transcriptional regulator YbdO
NGPMFCKN_00388	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
NGPMFCKN_00389	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
NGPMFCKN_00390	CDS	1596	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
NGPMFCKN_00391	CDS	429	uspG		COG0589	Universal stress protein UP12
NGPMFCKN_00392	CDS	90				hypothetical protein
NGPMFCKN_00393	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
NGPMFCKN_00394	CDS	807	rna	3.1.27.6	COG3719	Ribonuclease I
NGPMFCKN_00395	CDS	1464	ttdT_1		COG0471	L-tartrate/succinate antiporter
NGPMFCKN_00396	CDS	879	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
NGPMFCKN_00397	CDS	552	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
NGPMFCKN_00398	CDS	1533	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
NGPMFCKN_00399	CDS	909	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
NGPMFCKN_00400	CDS	297	citD		COG3052	Citrate lyase acyl carrier protein
NGPMFCKN_00401	CDS	1059	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
NGPMFCKN_00402	CDS	1659	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
NGPMFCKN_00403	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
NGPMFCKN_00404	CDS	1386	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
NGPMFCKN_00405	CDS	561	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
NGPMFCKN_00406	CDS	210	cspE		COG1278	Cold shock-like protein CspE
NGPMFCKN_00407	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
NGPMFCKN_00408	CDS	789	ybeM	3.5.1.-		Deaminated glutathione amidase
NGPMFCKN_00409	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
NGPMFCKN_00410	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
NGPMFCKN_00411	CDS	954	ybdO_2			putative HTH-type transcriptional regulator YbdO
NGPMFCKN_00412	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
NGPMFCKN_00413	CDS	264				hypothetical protein
NGPMFCKN_00414	CDS	1212	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
NGPMFCKN_00415	CDS	1089	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
NGPMFCKN_00416	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
NGPMFCKN_00417	CDS	1902	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
NGPMFCKN_00418	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
NGPMFCKN_00419	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
NGPMFCKN_00420	CDS	612	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
NGPMFCKN_00421	CDS	642	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
NGPMFCKN_00422	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
NGPMFCKN_00423	CDS	582	lptE		COG2980	LPS-assembly lipoprotein LptE
NGPMFCKN_00424	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
NGPMFCKN_00425	CDS	483				hypothetical protein
NGPMFCKN_00426	CDS	978	esiB_1			Secretory immunoglobulin A-binding protein EsiB
NGPMFCKN_00427	CDS	708				hypothetical protein
NGPMFCKN_00428	CDS	1428				hypothetical protein
NGPMFCKN_00429	CDS	555	ybeT		COG0790	Sel1-repeat-containing protein YbeT
NGPMFCKN_00430	CDS	708				hypothetical protein
NGPMFCKN_00431	CDS	1452				hypothetical protein
NGPMFCKN_00432	CDS	1671	hscC		COG0443	Chaperone protein HscC
NGPMFCKN_00433	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
NGPMFCKN_00434	CDS	726	glnQ_1			Glutamine transport ATP-binding protein GlnQ
NGPMFCKN_00435	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
NGPMFCKN_00436	CDS	741	glnM_1		COG0765	putative glutamine ABC transporter permease protein GlnM
NGPMFCKN_00437	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
NGPMFCKN_00438	CDS	1539	lnt	2.3.1.-	COG0815	Apolipoprotein N-acyltransferase
NGPMFCKN_00439	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
NGPMFCKN_00440	CDS	468	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
NGPMFCKN_00441	CDS	1080	ybeZ		COG1702	PhoH-like protein
NGPMFCKN_00442	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
NGPMFCKN_00443	CDS	1176	ubiF	1.14.13.-	COG0654	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
NGPMFCKN_00444	tRNA	75				tRNA-Gln(ctg)
NGPMFCKN_00445	tRNA	75				tRNA-Gln(ctg)
NGPMFCKN_00446	tRNA	77				tRNA-Met(cat)
NGPMFCKN_00447	tRNA	75				tRNA-Gln(ttg)
NGPMFCKN_00448	tRNA	75				tRNA-Gln(ttg)
NGPMFCKN_00449	tRNA	85				tRNA-Leu(tag)
NGPMFCKN_00450	tRNA	77				tRNA-Met(cat)
NGPMFCKN_00451	CDS	264				hypothetical protein
NGPMFCKN_00452	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
NGPMFCKN_00453	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
NGPMFCKN_00454	CDS	1221	nagC		COG1940	N-acetylglucosamine repressor
NGPMFCKN_00455	CDS	1149	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
NGPMFCKN_00456	CDS	801	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
NGPMFCKN_00457	CDS	1947	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
NGPMFCKN_00458	CDS	1665	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
NGPMFCKN_00459	CDS	1407	chiP			Chitoporin
NGPMFCKN_00460	CDS	327	chiQ			putative lipoprotein ChiQ
NGPMFCKN_00461	CDS	447	fur		COG0735	Ferric uptake regulation protein
NGPMFCKN_00462	CDS	531	fldA		COG0716	Flavodoxin 1
NGPMFCKN_00463	CDS	363	ybfE			putative protein YbfE
NGPMFCKN_00464	CDS	765	ybfF	3.1.-.-	COG0596	Esterase YbfF
NGPMFCKN_00465	CDS	546	seqA		COG3057	Negative modulator of initiation of replication
NGPMFCKN_00466	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
NGPMFCKN_00467	CDS	495				hypothetical protein
NGPMFCKN_00468	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
NGPMFCKN_00469	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
NGPMFCKN_00470	CDS	573	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
NGPMFCKN_00471	CDS	2049	kdpB	3.6.3.12	COG2216	Potassium-transporting ATPase ATP-binding subunit
NGPMFCKN_00472	CDS	1674	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
NGPMFCKN_00473	CDS	207				hypothetical protein
NGPMFCKN_00474	CDS	354				hypothetical protein
NGPMFCKN_00475	CDS	273				hypothetical protein
NGPMFCKN_00476	CDS	408				hypothetical protein
NGPMFCKN_00477	CDS	510				hypothetical protein
NGPMFCKN_00478	CDS	1419	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
NGPMFCKN_00479	CDS	1482	dtpD		COG3104	Dipeptide permease D
NGPMFCKN_00480	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
NGPMFCKN_00481	CDS	657	ybgJ		COG2049	putative protein YbgJ
NGPMFCKN_00482	CDS	933	ybgK		COG1984	putative protein YbgK
NGPMFCKN_00483	CDS	735				hypothetical protein
NGPMFCKN_00484	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
NGPMFCKN_00485	CDS	1047				hypothetical protein
NGPMFCKN_00486	CDS	1062				hypothetical protein
NGPMFCKN_00487	CDS	732	papD_1		COG3121	Chaperone protein PapD
NGPMFCKN_00488	CDS	2412	papC_1		COG3188	Outer membrane usher protein PapC
NGPMFCKN_00489	CDS	567	ybgD			putative fimbrial-like protein YbgD
NGPMFCKN_00490	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
NGPMFCKN_00491	CDS	108				hypothetical protein
NGPMFCKN_00492	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
NGPMFCKN_00493	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
NGPMFCKN_00494	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
NGPMFCKN_00495	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
NGPMFCKN_00496	CDS	2802	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
NGPMFCKN_00497	CDS	1218	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
NGPMFCKN_00498	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
NGPMFCKN_00499	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
NGPMFCKN_00500	CDS	906	gcvA_1			Glycine cleavage system transcriptional activator
NGPMFCKN_00501	CDS	603	btuR_1	2.5.1.17	COG2109	Cob(I)yrinic acid a,c-diamide adenosyltransferase
NGPMFCKN_00502	CDS	1653	fumA_1	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
NGPMFCKN_00503	CDS	1281	dctA_1		COG1301	C4-dicarboxylate transport protein
NGPMFCKN_00504	CDS	318				hypothetical protein
NGPMFCKN_00505	CDS	1371				hypothetical protein
NGPMFCKN_00506	CDS	1242		4.3.1.2		Methylaspartate ammonia-lyase
NGPMFCKN_00507	CDS	1446	glmE	5.4.99.1		Glutamate mutase epsilon subunit
NGPMFCKN_00508	CDS	1389				hypothetical protein
NGPMFCKN_00509	CDS	450	glmS_1	5.4.99.1		Glutamate mutase sigma subunit
NGPMFCKN_00510	CDS	423				hypothetical protein
NGPMFCKN_00511	CDS	945				hypothetical protein
NGPMFCKN_00512	CDS	1569	cydA	1.10.3.14	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
NGPMFCKN_00513	CDS	1140	cydB	1.10.3.14	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
NGPMFCKN_00514	CDS	114	cydX	1.10.3.14	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
NGPMFCKN_00515	CDS	294				hypothetical protein
NGPMFCKN_00516	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
NGPMFCKN_00517	CDS	693	tolQ		COG0811	Protein TolQ
NGPMFCKN_00518	CDS	429	tolR		COG0848	Protein TolR
NGPMFCKN_00519	CDS	1266	tolA		COG3064	Protein TolA
NGPMFCKN_00520	CDS	1293	tolB		COG0823	Protein TolB
NGPMFCKN_00521	CDS	522	pal		COG2885	Peptidoglycan-associated lipoprotein
NGPMFCKN_00522	CDS	792	cpoB		COG1729	Cell division coordinator CpoB
NGPMFCKN_00523	tRNA	76				tRNA-Lys(ttt)
NGPMFCKN_00524	tRNA	76				tRNA-Val(tac)
NGPMFCKN_00525	tRNA	76				tRNA-Lys(ttt)
NGPMFCKN_00526	tRNA	76				tRNA-Val(tac)
NGPMFCKN_00527	tRNA	76				tRNA-Lys(ttt)
NGPMFCKN_00528	tRNA	76				tRNA-Lys(ttt)
NGPMFCKN_00529	tRNA	76				tRNA-Lys(ttt)
NGPMFCKN_00530	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
NGPMFCKN_00531	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
NGPMFCKN_00532	CDS	942	zitB		COG1230	Zinc transporter ZitB
NGPMFCKN_00533	CDS	381				hypothetical protein
NGPMFCKN_00534	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
NGPMFCKN_00535	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
NGPMFCKN_00536	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
NGPMFCKN_00537	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
NGPMFCKN_00538	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
NGPMFCKN_00539	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
NGPMFCKN_00540	CDS	1473	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
NGPMFCKN_00541	CDS	789	modE		COG2005	Transcriptional regulator ModE
NGPMFCKN_00542	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
NGPMFCKN_00543	CDS	774	modA		COG0725	Molybdate-binding protein ModA
NGPMFCKN_00544	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
NGPMFCKN_00545	CDS	1059	cysA_1	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
NGPMFCKN_00546	CDS	819	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
NGPMFCKN_00547	CDS	996	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
NGPMFCKN_00548	CDS	954	oxyR_1			Hydrogen peroxide-inducible genes activator
NGPMFCKN_00549	CDS	1053	galD	5.3.2.8	COG2828	4-oxalomesaconate tautomerase
NGPMFCKN_00550	CDS	1434	ybhI		COG0471	Inner membrane protein YbhI
NGPMFCKN_00551	CDS	2262	dmdA	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
NGPMFCKN_00552	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
NGPMFCKN_00553	CDS	477				hypothetical protein
NGPMFCKN_00554	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
NGPMFCKN_00555	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
NGPMFCKN_00556	CDS	1155	bioF_1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
NGPMFCKN_00557	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
NGPMFCKN_00558	CDS	678	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
NGPMFCKN_00559	CDS	2022	uvrB		COG0556	UvrABC system protein B
NGPMFCKN_00560	CDS	909	ybhK		COG0391	Putative gluconeogenesis factor
NGPMFCKN_00561	CDS	990	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
NGPMFCKN_00562	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
NGPMFCKN_00563	CDS	486	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
NGPMFCKN_00564	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
NGPMFCKN_00565	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
NGPMFCKN_00566	CDS	705	ybhL		COG0670	Inner membrane protein YbhL
NGPMFCKN_00567	CDS	390				hypothetical protein
NGPMFCKN_00568	CDS	957	ybhN		COG0392	Inner membrane protein YbhN
NGPMFCKN_00569	CDS	1242	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
NGPMFCKN_00570	CDS	762				hypothetical protein
NGPMFCKN_00571	CDS	411	ybhQ			Inner membrane protein YbhQ
NGPMFCKN_00572	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
NGPMFCKN_00573	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
NGPMFCKN_00574	CDS	1737	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
NGPMFCKN_00575	CDS	996				hypothetical protein
NGPMFCKN_00576	CDS	672	cecR		COG1309	HTH-type transcriptional dual regulator CecR
NGPMFCKN_00577	CDS	1365	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
NGPMFCKN_00578	CDS	450	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
NGPMFCKN_00579	tRNA	85				tRNA-Gly(gcc)
NGPMFCKN_00580	CDS	963	ybiB		COG0547	putative protein YbiB
NGPMFCKN_00581	CDS	1086	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
NGPMFCKN_00582	CDS	261	bhsA_2			Multiple stress resistance protein BhsA
NGPMFCKN_00583	CDS	267	ybiI		COG1734	putative protein YbiI
NGPMFCKN_00584	CDS	675		1.14.11.-	COG3128	PKHD-type hydroxylase
NGPMFCKN_00585	CDS	1983	fiu_1		COG4774	Catecholate siderophore receptor Fiu
NGPMFCKN_00586	CDS	459				hypothetical protein
NGPMFCKN_00587	CDS	1329				hypothetical protein
NGPMFCKN_00588	CDS	330	fiu_2		COG4774	Catecholate siderophore receptor Fiu
NGPMFCKN_00589	CDS	261	mcbA			putative protein McbA
NGPMFCKN_00590	CDS	927	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
NGPMFCKN_00591	CDS	2226	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
NGPMFCKN_00592	CDS	723	glnQ_2		COG1126	Glutamine transport ATP-binding protein GlnQ
NGPMFCKN_00593	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
NGPMFCKN_00594	CDS	747	glnH		COG0834	Glutamine-binding periplasmic protein
NGPMFCKN_00595	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
NGPMFCKN_00596	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
NGPMFCKN_00597	CDS	516	ompX_1		COG3637	Outer membrane protein X
NGPMFCKN_00598	CDS	1584	opgE_1	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
NGPMFCKN_00599	CDS	129	mntS			Small protein MntS
NGPMFCKN_00600	CDS	468	mntR		COG1321	Transcriptional regulator MntR
NGPMFCKN_00601	CDS	1119	ybiR		COG0471	Inner membrane protein YbiR
NGPMFCKN_00602	CDS	921	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
NGPMFCKN_00603	CDS	1596	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
NGPMFCKN_00604	CDS	2364		2.4.1.161	COG1501	Oligosaccharide 4-alpha-D-glucosyltransferase
NGPMFCKN_00605	CDS	1302	exuT_1			Hexuronate transporter
NGPMFCKN_00606	CDS	1104	cytR_1		COG1609	HTH-type transcriptional repressor CytR
NGPMFCKN_00607	CDS	1266	ybiU			putative protein YbiU
NGPMFCKN_00608	CDS	816	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
NGPMFCKN_00609	CDS	2433	cutC_1	4.3.99.4	COG1882	Choline trimethylamine-lyase
NGPMFCKN_00610	CDS	900	cutD	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
NGPMFCKN_00611	CDS	663	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
NGPMFCKN_00612	CDS	750	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
NGPMFCKN_00613	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
NGPMFCKN_00614	CDS	966	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
NGPMFCKN_00615	CDS	1872	gsiA	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
NGPMFCKN_00616	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
NGPMFCKN_00617	CDS	921	gsiC		COG0601	Glutathione transport system permease protein GsiC
NGPMFCKN_00618	CDS	912	gsiD		COG1173	Glutathione transport system permease protein GsiD
NGPMFCKN_00619	CDS	2349	pdeI	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeI
NGPMFCKN_00620	CDS	1329	dgcZ_1	2.7.7.65	COG2199	Diguanylate cyclase DgcZ
NGPMFCKN_00621	CDS	330				hypothetical protein
NGPMFCKN_00622	CDS	387				hypothetical protein
NGPMFCKN_00623	CDS	1326	rimO_1	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
NGPMFCKN_00624	CDS	384				hypothetical protein
NGPMFCKN_00625	CDS	1116	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
NGPMFCKN_00626	CDS	627	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
NGPMFCKN_00627	CDS	1203	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
NGPMFCKN_00628	CDS	759	deoR_1		COG1349	Deoxyribose operon repressor
NGPMFCKN_00629	CDS	597	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
NGPMFCKN_00630	CDS	1233	mdfA			Multidrug transporter MdfA
NGPMFCKN_00631	CDS	279				hypothetical protein
NGPMFCKN_00632	CDS	816	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
NGPMFCKN_00633	CDS	1209	ybjJ			Inner membrane protein YbjJ
NGPMFCKN_00634	CDS	537	rcdA		COG3226	HTH-type transcriptional regulator RcdA
NGPMFCKN_00635	CDS	1686	aspT_1			Aspartate/alanine antiporter
NGPMFCKN_00636	CDS	378	ybjM			Inner membrane protein YbjM
NGPMFCKN_00637	CDS	258	grxA		COG0695	Glutaredoxin 1
NGPMFCKN_00638	CDS	288				hypothetical protein
NGPMFCKN_00639	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
NGPMFCKN_00640	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
NGPMFCKN_00641	CDS	477	ybjN			putative protein YbjN
NGPMFCKN_00642	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
NGPMFCKN_00643	CDS	1134	potA_1	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
NGPMFCKN_00644	CDS	945	potH		COG1176	Putrescine transport system permease protein PotH
NGPMFCKN_00645	CDS	846	ydcV_1			Inner membrane ABC transporter permease protein YdcV
NGPMFCKN_00646	CDS	489	ybjO			Inner membrane protein YbjO
NGPMFCKN_00647	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
NGPMFCKN_00648	CDS	1326	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
NGPMFCKN_00649	CDS	321	ulaB_1	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
NGPMFCKN_00650	CDS	1482		3.1.6.1	COG3119	Arylsulfatase
NGPMFCKN_00651	CDS	732	artJ		COG0834	ABC transporter arginine-binding protein 1
NGPMFCKN_00652	CDS	669	artM_1		COG4160	Arginine ABC transporter permease protein ArtM
NGPMFCKN_00653	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
NGPMFCKN_00654	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
NGPMFCKN_00655	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
NGPMFCKN_00656	CDS	516	ybjP			putative lipoprotein YbjP
NGPMFCKN_00657	CDS	1803				hypothetical protein
NGPMFCKN_00658	CDS	324				hypothetical protein
