locus_tag	ftype	length_bp	gene	EC_number	COG	product
OLECGONO_00342	CDS	3888	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
OLECGONO_00343	CDS	1383	qseE	2.7.13.3		Sensor histidine kinase QseE
OLECGONO_00344	CDS	714	qseG			Quorum-sensing regulator protein G
OLECGONO_00345	CDS	1335	glrR_1		COG2204	Transcriptional regulatory protein GlrR
OLECGONO_00346	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
OLECGONO_00347	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
OLECGONO_00348	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
OLECGONO_00349	CDS	1194	mlc_1		COG1940	Protein mlc
OLECGONO_00350	CDS	3282	lapB_1			Lipopolysaccharide assembly protein B
OLECGONO_00351	CDS	984	yphF		COG1879	ABC transporter periplasmic-binding protein YphF
OLECGONO_00352	CDS	1512	mglA_1	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
OLECGONO_00353	CDS	999	rbsC_1		COG1172	Ribose import permease protein RbsC
OLECGONO_00354	CDS	1062	gutB	1.1.1.14	COG1063	Sorbitol dehydrogenase
OLECGONO_00355	CDS	873	yphB		COG2017	putative protein YphB
OLECGONO_00356	CDS	423	yphA		COG2259	Inner membrane protein YphA
OLECGONO_00357	CDS	1203	hcaD	1.18.1.3	COG0446	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component
OLECGONO_00358	CDS	813	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
OLECGONO_00359	CDS	321	hcaC		COG2146	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
OLECGONO_00360	CDS	519	hcaF	1.14.12.19	COG5517	3-phenylpropionate/cinnamic acid dioxygenase subunit beta
OLECGONO_00361	CDS	1362	hcaE	1.14.12.19	COG4638	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
OLECGONO_00362	CDS	891	hcaR_1			Hca operon transcriptional activator HcaR
OLECGONO_00363	CDS	1140	hcaT			putative 3-phenylpropionic acid transporter
OLECGONO_00364	CDS	1281				hypothetical protein
OLECGONO_00365	CDS	855			COG1073	putative protein
OLECGONO_00366	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
OLECGONO_00367	CDS	741	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
OLECGONO_00368	CDS	489	iscR		COG1959	HTH-type transcriptional regulator IscR
OLECGONO_00369	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
OLECGONO_00370	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
OLECGONO_00371	CDS	324	iscA		COG0316	Iron-binding protein IscA
OLECGONO_00372	CDS	516	hscB		COG1076	Co-chaperone protein HscB
OLECGONO_00373	CDS	1851	hscA		COG0443	Chaperone protein HscA
OLECGONO_00374	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
OLECGONO_00375	CDS	201	iscX		COG2975	Protein IscX
OLECGONO_00376	CDS	1284	pepB	3.4.11.23	COG0260	Peptidase B
OLECGONO_00377	CDS	777				hypothetical protein
OLECGONO_00378	CDS	846	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
OLECGONO_00379	CDS	4962	yfhM		COG2373	putative lipoprotein YfhM
OLECGONO_00380	CDS	2313	pbpC		COG4953	Penicillin-binding protein 1C
OLECGONO_00381	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
OLECGONO_00382	CDS	1155	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
OLECGONO_00383	CDS	1014	rodZ		COG1426	Cytoskeleton protein RodZ
OLECGONO_00384	CDS	1119	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
OLECGONO_00385	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
OLECGONO_00386	CDS	621				hypothetical protein
OLECGONO_00387	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
OLECGONO_00388	CDS	1473	der		COG1160	GTPase Der
OLECGONO_00389	CDS	216	yfgJ			putative protein YfgJ
OLECGONO_00390	CDS	2178				Invasin
OLECGONO_00391	CDS	978				hypothetical protein
OLECGONO_00392	CDS	2715				hypothetical protein
OLECGONO_00393	CDS	5286				hypothetical protein
OLECGONO_00394	CDS	1377	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
OLECGONO_00395	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
OLECGONO_00396	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
OLECGONO_00397	CDS	1251	intA_2		COG0582	Prophage integrase IntA
OLECGONO_00398	CDS	195				hypothetical protein
OLECGONO_00399	CDS	651				hypothetical protein
OLECGONO_00400	CDS	252				hypothetical protein
OLECGONO_00401	CDS	249				hypothetical protein
OLECGONO_00402	CDS	882				hypothetical protein
OLECGONO_00403	CDS	822	recE_1	3.1.11.-		Exodeoxyribonuclease 8
OLECGONO_00404	CDS	300				hypothetical protein
OLECGONO_00405	CDS	153				hypothetical protein
OLECGONO_00406	CDS	585				hypothetical protein
OLECGONO_00407	CDS	231				hypothetical protein
OLECGONO_00408	CDS	201				hypothetical protein
OLECGONO_00409	CDS	798	dnaT_1			Primosomal protein 1
OLECGONO_00410	CDS	786				hypothetical protein
OLECGONO_00411	CDS	345				hypothetical protein
OLECGONO_00412	CDS	522				hypothetical protein
OLECGONO_00413	CDS	561				hypothetical protein
OLECGONO_00414	CDS	516				hypothetical protein
OLECGONO_00415	CDS	729				hypothetical protein
OLECGONO_00416	CDS	285				hypothetical protein
OLECGONO_00417	CDS	282				hypothetical protein
OLECGONO_00418	CDS	339				hypothetical protein
OLECGONO_00419	CDS	594				hypothetical protein
OLECGONO_00420	CDS	1476				hypothetical protein
OLECGONO_00421	CDS	420				hypothetical protein
OLECGONO_00422	tRNA	77				tRNA-Arg(tct)
OLECGONO_00423	CDS	207				hypothetical protein
OLECGONO_00424	CDS	1680				hypothetical protein
OLECGONO_00425	CDS	297				hypothetical protein
OLECGONO_00426	CDS	696				hypothetical protein
OLECGONO_00427	CDS	987				hypothetical protein
OLECGONO_00428	CDS	438				hypothetical protein
OLECGONO_00429	CDS	336				hypothetical protein
OLECGONO_00430	CDS	324				hypothetical protein
OLECGONO_00431	CDS	606				hypothetical protein
OLECGONO_00432	CDS	2472				hypothetical protein
OLECGONO_00433	CDS	465				hypothetical protein
OLECGONO_00434	CDS	546				hypothetical protein
OLECGONO_00435	CDS	2514				hypothetical protein
OLECGONO_00436	CDS	1803				hypothetical protein
OLECGONO_00437	CDS	2475				hypothetical protein
OLECGONO_00438	CDS	297				hypothetical protein
OLECGONO_00439	CDS	162				hypothetical protein
OLECGONO_00440	CDS	159				hypothetical protein
OLECGONO_00441	CDS	168				hypothetical protein
OLECGONO_00442	CDS	711				hypothetical protein
OLECGONO_00443	CDS	258				hypothetical protein
OLECGONO_00444	CDS	2190				hypothetical protein
OLECGONO_00445	CDS	297				hypothetical protein
OLECGONO_00446	CDS	405				hypothetical protein
OLECGONO_00447	CDS	309				hypothetical protein
OLECGONO_00448	CDS	630				hypothetical protein
OLECGONO_00449	CDS	483				hypothetical protein
OLECGONO_00450	CDS	459				hypothetical protein
OLECGONO_00451	CDS	540				hypothetical protein
OLECGONO_00452	CDS	516				hypothetical protein
OLECGONO_00453	CDS	174				hypothetical protein
OLECGONO_00454	CDS	153				hypothetical protein
OLECGONO_00455	CDS	2244	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
OLECGONO_00456	CDS	1542	ppx	3.6.1.11	COG0248	Exopolyphosphatase
OLECGONO_00457	CDS	2067	ppk	2.7.4.1	COG0855	Polyphosphate kinase
OLECGONO_00458	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
OLECGONO_00459	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
OLECGONO_00460	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
OLECGONO_00461	CDS	1290	uraA		COG2233	Uracil permease
OLECGONO_00462	CDS	747	hda		COG0593	DnaA regulatory inactivator Hda
OLECGONO_00463	CDS	360	yfgD		COG1393	putative protein YfgD
OLECGONO_00464	CDS	1464	bepA	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
OLECGONO_00465	CDS	1062	yhhT_1		COG0628	Putative transport protein YhhT
OLECGONO_00466	CDS	849	focB		COG2116	putative formate transporter 2
OLECGONO_00467	CDS	2013	hyfR		COG3604	DNA-binding transcriptional activator HyfR
OLECGONO_00468	CDS	414				hypothetical protein
OLECGONO_00469	CDS	759	hycG_2		COG3260	Formate hydrogenlyase subunit 7
OLECGONO_00470	CDS	546	nuoI_1	1.6.5.11	COG1143	NADH-quinone oxidoreductase subunit I
OLECGONO_00471	CDS	1716	hyfG	1.-.-.-	COG3261	Hydrogenase-4 component G
OLECGONO_00472	CDS	1581	hyfB_2	1.-.-.-	COG0651	Hydrogenase-4 component B
OLECGONO_00473	CDS	651	hyfE	1.-.-.-	COG4237	Hydrogenase-4 component E
OLECGONO_00474	CDS	1440	nuoL_1	1.6.5.11	COG1009	NADH-quinone oxidoreductase subunit L
OLECGONO_00475	CDS	948	hyfC	1.-.-.-	COG0650	Hydrogenase-4 component C
OLECGONO_00476	CDS	2019	hyfB_3	1.-.-.-	COG0651	Hydrogenase-4 component B
OLECGONO_00477	CDS	618	hyfA_3	1.-.-.-	COG1142	Hydrogenase-4 component A
OLECGONO_00478	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
OLECGONO_00479	CDS	573	gcvR		COG2716	Glycine cleavage system transcriptional repressor
OLECGONO_00480	CDS	879	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
OLECGONO_00481	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
OLECGONO_00482	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
OLECGONO_00483	CDS	864			COG2321	putative protein
OLECGONO_00484	CDS	2016	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
OLECGONO_00485	CDS	699				hypothetical protein
OLECGONO_00486	CDS	201				hypothetical protein
OLECGONO_00487	CDS	1128	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
OLECGONO_00488	CDS	357	yffB		COG1393	Protein YffB
OLECGONO_00489	CDS	3114	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
OLECGONO_00490	CDS	1701	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
OLECGONO_00491	CDS	1980	gltD_1	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
OLECGONO_00492	CDS	576	nudK	3.6.1.-		GDP-mannose pyrophosphatase NudK
OLECGONO_00493	CDS	1044				hypothetical protein
OLECGONO_00494	CDS	2004	tktB	2.2.1.1	COG0021	Transketolase 2
OLECGONO_00495	CDS	951	tal	2.2.1.2		Transaldolase
OLECGONO_00496	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
OLECGONO_00497	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
OLECGONO_00498	CDS	480	pduV		COG4917	Propanediol utilization protein PduV
OLECGONO_00499	CDS	702	eutQ		COG4766	Ethanolamine utilization protein EutQ
OLECGONO_00500	CDS	804				hypothetical protein
OLECGONO_00501	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
OLECGONO_00502	CDS	336	eutM		COG4577	Ethanolamine utilization protein EutM
OLECGONO_00503	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
OLECGONO_00504	CDS	1404	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
OLECGONO_00505	CDS	837	ftsA_1		COG0849	Cell division protein FtsA
OLECGONO_00506	CDS	1188	mdh_1	1.1.1.244		NAD-dependent methanol dehydrogenase
OLECGONO_00507	CDS	1227				hypothetical protein
OLECGONO_00508	CDS	1404				hypothetical protein
OLECGONO_00509	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
OLECGONO_00510	CDS	888	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
OLECGONO_00511	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
OLECGONO_00512	CDS	501	eutK		COG4577	Ethanolamine utilization protein EutK
OLECGONO_00513	CDS	1053				hypothetical protein
OLECGONO_00514	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
OLECGONO_00515	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
OLECGONO_00516	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
OLECGONO_00517	CDS	450	yfeZ			Inner membrane protein YfeZ
OLECGONO_00518	CDS	576	yfeY			putative protein YfeY
OLECGONO_00519	CDS	900	yfeX	1.11.1.-	COG2837	putative deferrochelatase/peroxidase YfeX
OLECGONO_00520	CDS	1302	flp			Protein flp
OLECGONO_00521	CDS	1425	murP		COG2190	PTS system N-acetylmuramic acid-specific EIIBC component
OLECGONO_00522	CDS	897	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
OLECGONO_00523	CDS	858	murR_2		COG1737	HTH-type transcriptional regulator MurR
OLECGONO_00524	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
OLECGONO_00525	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
OLECGONO_00526	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
OLECGONO_00527	CDS	876	cysW_1		COG4208	Sulfate transport system permease protein CysW
OLECGONO_00528	CDS	1098	cysA_1	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
OLECGONO_00529	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
OLECGONO_00530	CDS	369				hypothetical protein
OLECGONO_00531	CDS	852	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
OLECGONO_00532	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
OLECGONO_00533	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
OLECGONO_00534	CDS	258	ptsH_1		COG1925	Phosphocarrier protein HPr
OLECGONO_00535	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
OLECGONO_00536	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
OLECGONO_00537	CDS	999	zipA		COG3115	Cell division protein ZipA
OLECGONO_00538	CDS	2016	ligA_2	6.5.1.2	COG0272	DNA ligase
OLECGONO_00539	CDS	219				hypothetical protein
OLECGONO_00540	CDS	999				hypothetical protein
OLECGONO_00541	CDS	927	cynR_1			HTH-type transcriptional regulator CynR
OLECGONO_00542	CDS	342	flxA			Protein FlxA
OLECGONO_00543	tRNA	76				tRNA-Lys(ttt)
OLECGONO_00544	tRNA	76				tRNA-Val(tac)
OLECGONO_00545	tRNA	76				tRNA-Val(tac)
OLECGONO_00546	tRNA	76				tRNA-Val(tac)
OLECGONO_00547	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
OLECGONO_00548	CDS	372				hypothetical protein
OLECGONO_00549	CDS	360				hypothetical protein
OLECGONO_00550	tRNA	76				tRNA-Ala(ggc)
OLECGONO_00551	tRNA	76				tRNA-Ala(ggc)
OLECGONO_00552	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
OLECGONO_00553	CDS	1203	nupC		COG1972	Nucleoside permease NupC
OLECGONO_00554	CDS	1239	mntH		COG1914	Divalent metal cation transporter MntH
OLECGONO_00555	CDS	327				hypothetical protein
OLECGONO_00556	CDS	1257	yfeO			Putative ion-transport protein YfeO
OLECGONO_00557	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
OLECGONO_00558	CDS	327	fryB_1	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
OLECGONO_00559	CDS	1248	fryC		COG1299	Fructose-like permease IIC component 1
OLECGONO_00560	CDS	1086	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
OLECGONO_00561	CDS	1038	ypdE	3.4.11.-	COG1363	Aminopeptidase YpdE
OLECGONO_00562	CDS	2496	fryA_1		COG1080	Multiphosphoryl transfer protein 1
OLECGONO_00563	CDS	858	rhaR_1			HTH-type transcriptional activator RhaR
OLECGONO_00564	CDS	735	ypdB		COG3279	Transcriptional regulatory protein YpdB
OLECGONO_00565	CDS	1698	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
OLECGONO_00566	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
OLECGONO_00567	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
OLECGONO_00568	CDS	243				hypothetical protein
OLECGONO_00569	CDS	276				hypothetical protein
OLECGONO_00570	CDS	633	yfdX			Protein YfdX
OLECGONO_00571	CDS	1251	frc	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
OLECGONO_00572	CDS	1695	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
OLECGONO_00573	CDS	945				hypothetical protein
OLECGONO_00574	CDS	1146	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
OLECGONO_00575	CDS	3594	evgS	2.7.13.3	COG0784	Sensor protein EvgS
OLECGONO_00576	CDS	615	evgA			DNA-binding transcriptional activator EvgA
OLECGONO_00577	CDS	1164	emrK		COG1566	putative multidrug resistance protein EmrK
OLECGONO_00578	CDS	1539	emrY			putative multidrug resistance protein EmrY
OLECGONO_00579	CDS	1332	dsdA	4.3.1.18	COG3048	D-serine dehydratase
OLECGONO_00580	CDS	219	dsdX		COG2610	D-serine transporter DsdX
OLECGONO_00581	CDS	954	degA		COG1609	HTH-type transcriptional regulator DegA
OLECGONO_00582	CDS	1434	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
OLECGONO_00583	CDS	924	scrK	2.7.1.4	COG0524	Fructokinase
OLECGONO_00584	CDS	1248	cscB			Sucrose permease
OLECGONO_00585	tRNA	75				tRNA-Arg(cct)
OLECGONO_00586	CDS	933	yfdC		COG2116	Inner membrane protein YfdC
OLECGONO_00587	CDS	756	mlaA		COG2853	putative phospholipid-binding lipoprotein MlaA
OLECGONO_00588	CDS	1248				hypothetical protein
OLECGONO_00589	CDS	1341	fadL		COG2067	Long-chain fatty acid transport protein
OLECGONO_00590	CDS	285				hypothetical protein
OLECGONO_00591	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
OLECGONO_00592	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
OLECGONO_00593	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
OLECGONO_00594	CDS	567	yfcV			putative fimbrial-like protein YfcV
OLECGONO_00595	CDS	2640	papC_1		COG3188	Outer membrane usher protein PapC
OLECGONO_00596	CDS	750	yfcS		COG3121	putative fimbrial chaperone YfcS
OLECGONO_00597	CDS	507	yfcR			putative fimbrial-like protein YfcR
OLECGONO_00598	CDS	471	yfcQ			putative fimbrial-like protein YfcQ
OLECGONO_00599	CDS	525	yfcP			putative fimbrial-like protein YfcP
OLECGONO_00600	CDS	849	yfcO			putative protein YfcO
OLECGONO_00601	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
OLECGONO_00602	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
OLECGONO_00603	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
OLECGONO_00604	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
OLECGONO_00605	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
OLECGONO_00606	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
OLECGONO_00607	CDS	279				hypothetical protein
OLECGONO_00608	CDS	2007	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
OLECGONO_00609	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
OLECGONO_00610	CDS	1179	yfcJ			putative MFS-type transporter YfcJ
OLECGONO_00611	CDS	996	flk			Flagellar regulator flk
OLECGONO_00612	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
OLECGONO_00613	CDS	1014	usg		COG0136	USG-1 protein
OLECGONO_00614	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
OLECGONO_00615	CDS	660	dedA		COG0586	Protein DedA
OLECGONO_00616	CDS	915	accD	6.4.1.2	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
OLECGONO_00617	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
OLECGONO_00618	CDS	663	dedD			Cell division protein DedD
OLECGONO_00619	CDS	489	cvpA		COG1286	Colicin V production protein
OLECGONO_00620	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
OLECGONO_00621	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
OLECGONO_00622	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
OLECGONO_00623	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
OLECGONO_00624	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
OLECGONO_00625	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
OLECGONO_00626	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
OLECGONO_00627	CDS	891	rpnA_1	3.1.21.-	COG5464	Recombination-promoting nuclease RpnA
OLECGONO_00628	CDS	894				Epimerase family protein
OLECGONO_00629	CDS	363	folX	5.1.99.-	COG1539	Dihydroneopterin triphosphate 2'-epimerase
OLECGONO_00630	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
OLECGONO_00631	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
OLECGONO_00632	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
OLECGONO_00633	CDS	543	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
OLECGONO_00634	CDS	1479				hypothetical protein
OLECGONO_00635	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
OLECGONO_00636	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
OLECGONO_00637	CDS	456				hypothetical protein
OLECGONO_00638	CDS	495				hypothetical protein
OLECGONO_00639	CDS	651	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
OLECGONO_00640	CDS	1833	sdcS		COG0471	Sodium-dependent dicarboxylate transporter SdcS
OLECGONO_00641	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
OLECGONO_00642	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
OLECGONO_00643	CDS	939	gltC_1			HTH-type transcriptional regulator GltC
OLECGONO_00644	CDS	165				hypothetical protein
OLECGONO_00645	CDS	444	ndhC	1.6.5.-		NAD(P)H-quinone oxidoreductase subunit 3
OLECGONO_00646	CDS	663	nuoB	1.6.5.11	COG0377	NADH-quinone oxidoreductase subunit B
OLECGONO_00647	CDS	1803	nuoC	1.6.5.11	COG0649	NADH-quinone oxidoreductase subunit C/D
OLECGONO_00648	CDS	501	nuoE	1.6.5.11	COG1905	NADH-quinone oxidoreductase subunit E
OLECGONO_00649	CDS	1338	nuoF	1.6.5.11	COG1894	NADH-quinone oxidoreductase subunit F
OLECGONO_00650	CDS	2727	nuoG	1.6.5.11	COG1034	NADH-quinone oxidoreductase subunit G
OLECGONO_00651	CDS	978	nuoH	1.6.5.11	COG1005	NADH-quinone oxidoreductase subunit H
OLECGONO_00652	CDS	543	nuoI_2	1.6.5.11	COG1143	NADH-quinone oxidoreductase subunit I
OLECGONO_00653	CDS	555	nuoJ	1.6.5.11	COG0839	NADH-quinone oxidoreductase subunit J
OLECGONO_00654	CDS	303	nuoK	1.6.5.11	COG0713	NADH-quinone oxidoreductase subunit K
OLECGONO_00655	CDS	1842	nuoL_2	1.6.5.11	COG1009	NADH-quinone oxidoreductase subunit L
OLECGONO_00656	CDS	1530	nuoM	1.6.5.11	COG1008	NADH-quinone oxidoreductase subunit M
OLECGONO_00657	CDS	1458	nuoN	1.6.5.11	COG1007	NADH-quinone oxidoreductase subunit N
OLECGONO_00658	CDS	504	yfbM			Protein YfbM
OLECGONO_00659	CDS	972		3.4.11.10		Bacterial leucyl aminopeptidase
OLECGONO_00660	CDS	1209	elaD	3.4.22.-		Protease ElaD
OLECGONO_00661	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
OLECGONO_00662	CDS	462				hypothetical protein
OLECGONO_00663	CDS	306	elaB		COG4575	Protein ElaB
OLECGONO_00664	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
OLECGONO_00665	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
OLECGONO_00666	CDS	759	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
OLECGONO_00667	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
OLECGONO_00668	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
OLECGONO_00669	CDS	1356	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
OLECGONO_00670	CDS	267	pmrD			Signal transduction protein PmrD
OLECGONO_00671	CDS	387	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
